iso3,country,indicator_id,value,value_low,value_high,year,confidence_tier,source,note
BFA,Burkina Faso,neet,30.0,28.5,31.5,2023,B,ILOSTAT / national LFS (PLFS for India),
BFA,Burkina Faso,neet_gap,15.0,14.25,15.75,2023,B,Derived from ILOSTAT / national LFS,
BFA,Burkina Faso,stunting,22.0,20.68,23.32,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
BFA,Burkina Faso,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
BFA,Burkina Faso,u5mr,83.0,83.0,83.0,2023,A,UN IGME,
BFA,Burkina Faso,water,50.0,50.0,50.0,2023,A,WHO/UNICEF JMP,
BFA,Burkina Faso,y_unemp,4.0,3.8,4.2,2023,B,ILOSTAT,
BFA,Burkina Faso,youth_lit,60.0,60.0,60.0,2023,A,UNESCO UIS,
KHM,Cambodia,adol_fert,50.0,50.0,50.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
KHM,Cambodia,child_labour,19.0,17.1,20.9,2023,B,ILO/UNICEF,
KHM,Cambodia,child_marriage,19.0,19.0,19.0,2023,A,UNICEF; DHS/MICS,
KHM,Cambodia,electricity,90.0,90.0,90.0,2023,A,World Bank / IEA,
KHM,Cambodia,hlo,357.42,335.98,378.87,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
KHM,Cambodia,homicide,2.4,2.4,2.4,2023,A,UNODC,
KHM,Cambodia,internet,60.0,60.0,60.0,2023,A,ITU / World Bank,
KHM,Cambodia,ladder,4.39,3.51,5.27,2023,C,Gallup World Poll via World Happiness Report,
KHM,Cambodia,lsec_comp,50.0,50.0,50.0,2023,A,UNESCO UIS,
KHM,Cambodia,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
KHM,Cambodia,neet,15.0,14.25,15.75,2023,B,ILOSTAT / national LFS (PLFS for India),
KHM,Cambodia,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
KHM,Cambodia,stunting,22.0,20.68,23.32,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
KHM,Cambodia,suicide,5.5,5.5,5.5,2023,A,WHO Global Health Estimates; NCRB for India,
KHM,Cambodia,u5mr,24.0,24.0,24.0,2023,A,UN IGME,
KHM,Cambodia,water,80.0,80.0,80.0,2023,A,WHO/UNICEF JMP,
KHM,Cambodia,y_unemp,1.0,0.95,1.05,2023,B,ILOSTAT,
KHM,Cambodia,youth_lit,93.0,93.0,93.0,2023,A,UNESCO UIS,
CMR,Cameroon,adol_fert,105.0,105.0,105.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CMR,Cameroon,child_labour,38.0,34.2,41.8,2023,B,ILO/UNICEF,
CMR,Cameroon,child_marriage,30.0,30.0,30.0,2023,A,UNICEF; DHS/MICS,
CMR,Cameroon,electricity,65.0,65.0,65.0,2023,A,World Bank / IEA,
CMR,Cameroon,hlo,336.64,326.54,346.74,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CMR,Cameroon,homicide,5.0,5.0,5.0,2023,A,UNODC,
CMR,Cameroon,internet,45.0,45.0,45.0,2023,A,ITU / World Bank,
CMR,Cameroon,ladder,4.2,3.36,5.04,2023,C,Gallup World Poll via World Happiness Report,
CMR,Cameroon,lsec_comp,45.0,45.0,45.0,2023,A,UNESCO UIS,
CMR,Cameroon,mobile_bb,45.0,40.5,49.5,2023,B,ITU,
CMR,Cameroon,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
CMR,Cameroon,neet_gap,12.0,11.4,12.6,2023,B,Derived from ILOSTAT / national LFS,
CMR,Cameroon,stunting,27.0,25.38,28.62,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CMR,Cameroon,suicide,10.0,10.0,10.0,2023,A,WHO Global Health Estimates; NCRB for India,
CMR,Cameroon,u5mr,70.0,70.0,70.0,2023,A,UN IGME,
CMR,Cameroon,water,68.0,68.0,68.0,2023,A,WHO/UNICEF JMP,
CMR,Cameroon,y_unemp,5.0,4.75,5.25,2023,B,ILOSTAT,
CMR,Cameroon,youth_lit,85.0,85.0,85.0,2023,A,UNESCO UIS,
CAN,Canada,adol_fert,5.0,5.0,5.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CAN,Canada,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
CAN,Canada,child_marriage,0.5,0.5,0.5,2023,A,UNICEF; DHS/MICS,
CAN,Canada,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CAN,Canada,hlo,519.69,504.1,535.28,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CAN,Canada,homicide,2.0,2.0,2.0,2023,A,UNODC,
CAN,Canada,internet,95.0,95.0,95.0,2023,A,ITU / World Bank,
CAN,Canada,ladder,6.9,5.52,8.28,2023,C,Gallup World Poll via World Happiness Report,
CAN,Canada,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
CAN,Canada,mobile_bb,90.0,81.0,99.0,2023,B,ITU,
CAN,Canada,neet,10.5,9.97,11.03,2023,B,ILOSTAT / national LFS (PLFS for India),
CAN,Canada,neet_gap,1.5,1.42,1.58,2023,B,Derived from ILOSTAT / national LFS,
CAN,Canada,stunting,2.0,1.88,2.12,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CAN,Canada,suicide,10.3,10.3,10.3,2023,A,WHO Global Health Estimates; NCRB for India,
CAN,Canada,u5mr,4.5,4.5,4.5,2023,A,UN IGME,
CAN,Canada,water,99.0,99.0,99.0,2023,A,WHO/UNICEF JMP,
CAN,Canada,y_unemp,11.0,10.45,11.55,2023,B,ILOSTAT,
CAN,Canada,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
CAF,Central African Republic,adol_fert,160.0,160.0,160.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CAF,Central African Republic,child_labour,28.0,25.2,30.8,2023,B,ILO/UNICEF,
CAF,Central African Republic,child_marriage,61.0,61.0,61.0,2023,A,UNICEF; DHS/MICS,
CAF,Central African Republic,electricity,16.0,16.0,16.0,2023,A,World Bank / IEA,
CAF,Central African Republic,hlo,301.35,283.27,319.43,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
CAF,Central African Republic,homicide,10.0,10.0,10.0,2023,A,UNODC,
CAF,Central African Republic,internet,11.0,11.0,11.0,2023,A,ITU / World Bank,
CAF,Central African Republic,ladder,3.2,2.56,3.84,2023,C,Gallup World Poll via World Happiness Report,
CAF,Central African Republic,lsec_comp,25.0,25.0,25.0,2023,A,UNESCO UIS,
CAF,Central African Republic,mobile_bb,10.0,9.0,11.0,2023,B,ITU,
CAF,Central African Republic,neet,40.0,38.0,42.0,2023,B,ILOSTAT / national LFS (PLFS for India),
CAF,Central African Republic,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
CAF,Central African Republic,stunting,40.0,37.6,42.4,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CAF,Central African Republic,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
CAF,Central African Republic,u5mr,100.0,100.0,100.0,2023,A,UN IGME,
CAF,Central African Republic,water,37.0,37.0,37.0,2023,A,WHO/UNICEF JMP,
CAF,Central African Republic,y_unemp,8.0,7.6,8.4,2023,B,ILOSTAT,
CAF,Central African Republic,youth_lit,40.0,40.0,40.0,2023,A,UNESCO UIS,
TCD,Chad,adol_fert,150.0,150.0,150.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
TCD,Chad,child_labour,39.0,35.1,42.9,2023,B,ILO/UNICEF,
TCD,Chad,child_marriage,61.0,61.0,61.0,2023,A,UNICEF; DHS/MICS,
TCD,Chad,electricity,12.0,12.0,12.0,2023,A,World Bank / IEA,
TCD,Chad,hlo,300.46,291.45,309.47,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
TCD,Chad,homicide,7.0,7.0,7.0,2023,A,UNODC,
TCD,Chad,internet,18.0,18.0,18.0,2023,A,ITU / World Bank,
TCD,Chad,ladder,3.9,3.12,4.68,2023,C,Gallup World Poll via World Happiness Report,
TCD,Chad,lsec_comp,20.0,20.0,20.0,2023,A,UNESCO UIS,
TCD,Chad,mobile_bb,15.0,13.5,16.5,2023,B,ITU,
TCD,Chad,neet,40.0,38.0,42.0,2023,B,ILOSTAT / national LFS (PLFS for India),
TCD,Chad,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
TCD,Chad,stunting,35.0,32.9,37.1,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
TCD,Chad,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
TCD,Chad,u5mr,103.0,103.0,103.0,2023,A,UN IGME,
TCD,Chad,water,45.0,45.0,45.0,2023,A,WHO/UNICEF JMP,
TCD,Chad,y_unemp,3.0,2.85,3.15,2023,B,ILOSTAT,
TCD,Chad,youth_lit,35.0,35.0,35.0,2023,A,UNESCO UIS,
CHL,Chile,adol_fert,17.0,17.0,17.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CHL,Chile,child_labour,3.0,2.7,3.3,2023,B,ILO/UNICEF,
CHL,Chile,child_marriage,10.0,10.0,10.0,2023,A,UNICEF; DHS/MICS,
CHL,Chile,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CHL,Chile,hlo,455.97,442.29,469.65,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CHL,Chile,homicide,4.5,4.5,4.5,2023,A,UNODC,
CHL,Chile,internet,92.0,92.0,92.0,2023,A,ITU / World Bank,
CHL,Chile,ladder,6.33,5.06,7.6,2023,C,Gallup World Poll via World Happiness Report,
CHL,Chile,lsec_comp,86.0,86.0,86.0,2023,A,UNESCO UIS,
CHL,Chile,mobile_bb,110.0,99.0,121.0,2023,B,ITU,
CHL,Chile,neet,18.0,17.1,18.9,2023,B,ILOSTAT / national LFS (PLFS for India),
CHL,Chile,neet_gap,7.0,6.65,7.35,2023,B,Derived from ILOSTAT / national LFS,
CHL,Chile,stunting,2.5,2.35,2.65,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CHL,Chile,suicide,10.0,10.0,10.0,2023,A,WHO Global Health Estimates; NCRB for India,
CHL,Chile,u5mr,6.6,6.6,6.6,2023,A,UN IGME,
CHL,Chile,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
CHL,Chile,y_unemp,20.0,19.0,21.0,2023,B,ILOSTAT,
CHL,Chile,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
CHN,China,adol_fert,5.2,5.2,5.2,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CHN,China,child_labour,0.5,0.45,0.55,2023,B,ILO/UNICEF,
CHN,China,child_marriage,3.0,3.0,3.0,2023,A,UNICEF; DHS/MICS,
CHN,China,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CHN,China,hlo,554.72,538.08,571.36,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CHN,China,homicide,0.5,0.5,0.5,2023,A,UNODC,
CHN,China,internet,92.0,92.0,92.0,2023,A,ITU / World Bank,
CHN,China,ladder,5.97,4.78,7.16,2023,C,Gallup World Poll via World Happiness Report,
CHN,China,lsec_comp,97.0,97.0,97.0,2023,A,UNESCO UIS,
CHN,China,mobile_bb,120.0,108.0,132.0,2023,B,ITU,
CHN,China,neet,15.0,14.25,15.75,2023,B,ILOSTAT / national LFS (PLFS for India),
CHN,China,neet_gap,6.0,5.7,6.3,2023,B,Derived from ILOSTAT / national LFS,
CHN,China,stunting,4.8,4.51,5.09,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CHN,China,suicide,8.1,8.1,8.1,2023,A,WHO Global Health Estimates; NCRB for India,
CHN,China,u5mr,6.4,6.4,6.4,2023,A,UN IGME,
CHN,China,water,95.0,95.0,95.0,2023,A,WHO/UNICEF JMP,
CHN,China,y_unemp,15.0,14.25,15.75,2023,B,ILOSTAT,
CHN,China,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
COL,Colombia,adol_fert,50.0,50.0,50.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
COL,Colombia,child_labour,4.0,3.6,4.4,2023,B,ILO/UNICEF,
COL,Colombia,child_marriage,23.0,23.0,23.0,2023,A,UNICEF; DHS/MICS,
COL,Colombia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
COL,Colombia,hlo,413.67,401.26,426.08,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
COL,Colombia,homicide,25.0,25.0,25.0,2023,A,UNODC,
COL,Colombia,internet,76.0,76.0,76.0,2023,A,ITU / World Bank,
COL,Colombia,ladder,6.05,4.84,7.26,2023,C,Gallup World Poll via World Happiness Report,
COL,Colombia,lsec_comp,78.0,78.0,78.0,2023,A,UNESCO UIS,
COL,Colombia,mobile_bb,75.0,67.5,82.5,2023,B,ITU,
COL,Colombia,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
COL,Colombia,neet_gap,14.0,13.3,14.7,2023,B,Derived from ILOSTAT / national LFS,
COL,Colombia,stunting,11.0,10.34,11.66,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
COL,Colombia,suicide,5.6,5.6,5.6,2023,A,WHO Global Health Estimates; NCRB for India,
COL,Colombia,u5mr,12.4,12.4,12.4,2023,A,UN IGME,
COL,Colombia,water,98.0,98.0,98.0,2023,A,WHO/UNICEF JMP,
COL,Colombia,y_unemp,19.0,18.05,19.95,2023,B,ILOSTAT,
COL,Colombia,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
CRI,Costa Rica,adol_fert,35.0,35.0,35.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CRI,Costa Rica,child_labour,4.0,3.6,4.4,2023,B,ILO/UNICEF,
CRI,Costa Rica,child_marriage,17.0,17.0,17.0,2023,A,UNICEF; DHS/MICS,
CRI,Costa Rica,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CRI,Costa Rica,hlo,422.54,409.86,435.22,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CRI,Costa Rica,homicide,11.0,11.0,11.0,2023,A,UNODC,
CRI,Costa Rica,internet,84.0,84.0,84.0,2023,A,ITU / World Bank,
CRI,Costa Rica,ladder,6.61,5.29,7.93,2023,C,Gallup World Poll via World Happiness Report,
CRI,Costa Rica,lsec_comp,75.0,75.0,75.0,2023,A,UNESCO UIS,
CRI,Costa Rica,mobile_bb,90.0,81.0,99.0,2023,B,ITU,
CRI,Costa Rica,neet,20.0,19.0,21.0,2023,B,ILOSTAT / national LFS (PLFS for India),
CRI,Costa Rica,neet_gap,12.0,11.4,12.6,2023,B,Derived from ILOSTAT / national LFS,
CRI,Costa Rica,stunting,9.0,8.46,9.54,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CRI,Costa Rica,suicide,6.5,6.5,6.5,2023,A,WHO Global Health Estimates; NCRB for India,
CRI,Costa Rica,u5mr,8.0,8.0,8.0,2023,A,UN IGME,
CRI,Costa Rica,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
CRI,Costa Rica,y_unemp,17.0,16.15,17.85,2023,B,ILOSTAT,
CRI,Costa Rica,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
CIV,Cote d'Ivoire,adol_fert,110.0,110.0,110.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CIV,Cote d'Ivoire,child_labour,21.0,18.9,23.1,2023,B,ILO/UNICEF,
CIV,Cote d'Ivoire,child_marriage,27.0,27.0,27.0,2023,A,UNICEF; DHS/MICS,
CIV,Cote d'Ivoire,electricity,70.0,70.0,70.0,2023,A,World Bank / IEA,
CIV,Cote d'Ivoire,hlo,259.79,252.0,267.58,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CIV,Cote d'Ivoire,homicide,4.0,4.0,4.0,2023,A,UNODC,
CIV,Cote d'Ivoire,internet,45.0,45.0,45.0,2023,A,ITU / World Bank,
CIV,Cote d'Ivoire,ladder,4.2,3.36,5.04,2023,C,Gallup World Poll via World Happiness Report,
CIV,Cote d'Ivoire,lsec_comp,45.0,45.0,45.0,2023,A,UNESCO UIS,
CIV,Cote d'Ivoire,mobile_bb,50.0,45.0,55.0,2023,B,ITU,
CIV,Cote d'Ivoire,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
CIV,Cote d'Ivoire,neet_gap,15.0,14.25,15.75,2023,B,Derived from ILOSTAT / national LFS,
CIV,Cote d'Ivoire,stunting,21.0,19.74,22.26,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CIV,Cote d'Ivoire,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
CIV,Cote d'Ivoire,u5mr,72.0,72.0,72.0,2023,A,UN IGME,
CIV,Cote d'Ivoire,water,74.0,74.0,74.0,2023,A,WHO/UNICEF JMP,
CIV,Cote d'Ivoire,y_unemp,4.0,3.8,4.2,2023,B,ILOSTAT,
CIV,Cote d'Ivoire,youth_lit,80.0,80.0,80.0,2023,A,UNESCO UIS,
HRV,Croatia,adol_fert,8.0,8.0,8.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
HRV,Croatia,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
HRV,Croatia,child_marriage,1.0,1.0,1.0,2023,A,UNICEF; DHS/MICS,
HRV,Croatia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
HRV,Croatia,hlo,491.55,476.8,506.3,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
HRV,Croatia,homicide,0.8,0.8,0.8,2023,A,UNODC,
HRV,Croatia,internet,83.0,83.0,83.0,2023,A,ITU / World Bank,
HRV,Croatia,ladder,6.13,4.9,7.36,2023,C,Gallup World Poll via World Happiness Report,
HRV,Croatia,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
HRV,Croatia,mobile_bb,90.0,81.0,99.0,2023,B,ITU,
HRV,Croatia,neet,13.0,12.35,13.65,2023,B,ILOSTAT / national LFS (PLFS for India),
HRV,Croatia,neet_gap,3.0,2.85,3.15,2023,B,Derived from ILOSTAT / national LFS,
HRV,Croatia,stunting,2.0,1.88,2.12,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
HRV,Croatia,suicide,11.0,11.0,11.0,2023,A,WHO Global Health Estimates; NCRB for India,
HRV,Croatia,u5mr,4.5,4.5,4.5,2023,A,UN IGME,
HRV,Croatia,water,99.0,99.0,99.0,2023,A,WHO/UNICEF JMP,
HRV,Croatia,y_unemp,17.0,16.15,17.85,2023,B,ILOSTAT,
HRV,Croatia,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
CUB,Cuba,adol_fert,45.0,45.0,45.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CUB,Cuba,child_labour,5.0,4.5,5.5,2023,B,ILO/UNICEF,
CUB,Cuba,child_marriage,29.0,29.0,29.0,2023,A,UNICEF; DHS/MICS,
CUB,Cuba,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CUB,Cuba,hlo,507.91,492.67,523.15,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CUB,Cuba,homicide,5.0,5.0,5.0,2023,A,UNODC,
CUB,Cuba,internet,72.0,72.0,72.0,2023,A,ITU / World Bank,
CUB,Cuba,ladder,5.3,4.24,6.36,2023,C,Gallup World Poll via World Happiness Report,
CUB,Cuba,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
CUB,Cuba,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
CUB,Cuba,neet,15.0,14.25,15.75,2023,B,ILOSTAT / national LFS (PLFS for India),
CUB,Cuba,neet_gap,8.0,7.6,8.4,2023,B,Derived from ILOSTAT / national LFS,
CUB,Cuba,stunting,7.0,6.58,7.42,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CUB,Cuba,suicide,15.0,15.0,15.0,2023,A,WHO Global Health Estimates; NCRB for India,
CUB,Cuba,u5mr,5.5,5.5,5.5,2023,A,UN IGME,
CUB,Cuba,water,97.0,97.0,97.0,2023,A,WHO/UNICEF JMP,
CUB,Cuba,y_unemp,5.0,4.75,5.25,2023,B,ILOSTAT,
CUB,Cuba,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
CZE,Czechia,adol_fert,8.0,8.0,8.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
CZE,Czechia,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
CZE,Czechia,child_marriage,0.5,0.5,0.5,2023,A,UNICEF; DHS/MICS,
CZE,Czechia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
CZE,Czechia,hlo,516.2,500.71,531.69,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
CZE,Czechia,homicide,0.7,0.7,0.7,2023,A,UNODC,
CZE,Czechia,internet,92.0,92.0,92.0,2023,A,ITU / World Bank,
CZE,Czechia,ladder,6.85,5.48,8.22,2023,C,Gallup World Poll via World Happiness Report,
CZE,Czechia,lsec_comp,96.0,96.0,96.0,2023,A,UNESCO UIS,
CZE,Czechia,mobile_bb,100.0,90.0,110.0,2023,B,ITU,
CZE,Czechia,neet,9.0,8.55,9.45,2023,B,ILOSTAT / national LFS (PLFS for India),
CZE,Czechia,neet_gap,4.0,3.8,4.2,2023,B,Derived from ILOSTAT / national LFS,
CZE,Czechia,stunting,2.5,2.35,2.65,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
CZE,Czechia,suicide,11.0,11.0,11.0,2023,A,WHO Global Health Estimates; NCRB for India,
CZE,Czechia,u5mr,2.7,2.7,2.7,2023,A,UN IGME,
CZE,Czechia,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
CZE,Czechia,y_unemp,8.0,7.6,8.4,2023,B,ILOSTAT,
CZE,Czechia,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
COD,DR Congo,adol_fert,105.0,105.0,105.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
COD,DR Congo,child_labour,38.0,34.2,41.8,2023,B,ILO/UNICEF,
COD,DR Congo,child_marriage,29.0,29.0,29.0,2023,A,UNICEF; DHS/MICS,
COD,DR Congo,electricity,21.0,21.0,21.0,2023,A,World Bank / IEA,
COD,DR Congo,hlo,340.17,329.96,350.38,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
COD,DR Congo,homicide,14.0,14.0,14.0,2023,A,UNODC,
COD,DR Congo,internet,27.0,27.0,27.0,2023,A,ITU / World Bank,
COD,DR Congo,ladder,3.3,2.64,3.96,2023,C,Gallup World Poll via World Happiness Report,
COD,DR Congo,lsec_comp,45.0,45.0,45.0,2023,A,UNESCO UIS,
COD,DR Congo,mobile_bb,25.0,22.5,27.5,2023,B,ITU,
COD,DR Congo,neet,30.0,28.5,31.5,2023,B,ILOSTAT / national LFS (PLFS for India),
COD,DR Congo,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
COD,DR Congo,stunting,40.0,37.6,42.4,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
COD,DR Congo,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
COD,DR Congo,u5mr,76.0,76.0,76.0,2023,A,UN IGME,
COD,DR Congo,water,47.0,47.0,47.0,2023,A,WHO/UNICEF JMP,
COD,DR Congo,y_unemp,5.0,4.75,5.25,2023,B,ILOSTAT,
COD,DR Congo,youth_lit,85.0,85.0,85.0,2023,A,UNESCO UIS,
DNK,Denmark,adol_fert,1.9,1.9,1.9,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
DNK,Denmark,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
DNK,Denmark,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
DNK,Denmark,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
DNK,Denmark,hlo,534.18,518.15,550.21,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
DNK,Denmark,homicide,1.0,1.0,1.0,2023,A,UNODC,
DNK,Denmark,internet,99.0,99.0,99.0,2023,A,ITU / World Bank,
DNK,Denmark,ladder,7.58,6.06,9.1,2023,C,Gallup World Poll via World Happiness Report,
DNK,Denmark,lsec_comp,98.0,98.0,98.0,2023,A,UNESCO UIS,
DNK,Denmark,mobile_bb,140.0,126.0,154.0,2023,B,ITU,
DNK,Denmark,neet,7.0,6.65,7.35,2023,B,ILOSTAT / national LFS (PLFS for India),
DNK,Denmark,neet_gap,0.7,0.66,0.73,2023,B,Derived from ILOSTAT / national LFS,
DNK,Denmark,stunting,1.5,1.41,1.59,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
DNK,Denmark,suicide,9.6,9.6,9.6,2023,A,WHO Global Health Estimates; NCRB for India,
DNK,Denmark,u5mr,3.4,3.4,3.4,2023,A,UN IGME,
DNK,Denmark,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
DNK,Denmark,y_unemp,11.0,10.45,11.55,2023,B,ILOSTAT,
DNK,Denmark,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
DOM,Dominican Republic,adol_fert,58.0,58.0,58.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
DOM,Dominican Republic,child_labour,6.0,5.4,6.6,2023,B,ILO/UNICEF,
DOM,Dominican Republic,child_marriage,32.0,32.0,32.0,2023,A,UNICEF; DHS/MICS,
DOM,Dominican Republic,electricity,99.0,99.0,99.0,2023,A,World Bank / IEA,
DOM,Dominican Republic,hlo,337.71,327.58,347.84,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
DOM,Dominican Republic,homicide,15.0,15.0,15.0,2023,A,UNODC,
DOM,Dominican Republic,internet,85.0,85.0,85.0,2023,A,ITU / World Bank,
DOM,Dominican Republic,ladder,5.6,4.48,6.72,2023,C,Gallup World Poll via World Happiness Report,
DOM,Dominican Republic,lsec_comp,70.0,70.0,70.0,2023,A,UNESCO UIS,
DOM,Dominican Republic,mobile_bb,70.0,63.0,77.0,2023,B,ITU,
DOM,Dominican Republic,neet,22.0,20.9,23.1,2023,B,ILOSTAT / national LFS (PLFS for India),
DOM,Dominican Republic,neet_gap,14.0,13.3,14.7,2023,B,Derived from ILOSTAT / national LFS,
DOM,Dominican Republic,stunting,6.0,5.64,6.36,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
DOM,Dominican Republic,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
DOM,Dominican Republic,u5mr,32.0,32.0,32.0,2023,A,UN IGME,
DOM,Dominican Republic,water,97.0,97.0,97.0,2023,A,WHO/UNICEF JMP,
DOM,Dominican Republic,y_unemp,14.0,13.3,14.7,2023,B,ILOSTAT,
DOM,Dominican Republic,youth_lit,98.0,98.0,98.0,2023,A,UNESCO UIS,
ECU,Ecuador,adol_fert,60.0,60.0,60.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
ECU,Ecuador,child_labour,7.0,6.3,7.7,2023,B,ILO/UNICEF,
ECU,Ecuador,child_marriage,23.0,23.0,23.0,2023,A,UNICEF; DHS/MICS,
ECU,Ecuador,electricity,98.0,98.0,98.0,2023,A,World Bank / IEA,
